rank,employer,proxy_score,selection_bucket,corporate_subtype,public_subtype,city_location,website,sources,source_count,it_relevance_score,scale_institutional_proxy,data_confidence_score,penalty,employer_group_key,selection_reason,caveats,review_status
365,AlpineAI AG,71.8,Technology / software / digital,,,7270 Davos Platz,https://alpineai.swiss/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
366,approppo GmbH,71.8,Technology / software / digital,,,3011 Bern,https://www.approppo.ch/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
367,Apps with love AG,71.8,Technology / software / digital,,,3007 Bern; Bern,https://appswithlove.com/,Swico; swissICT,2,89.4,33,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
368,Astina AG,71.8,Technology / software / digital,,,8005 Zürich,https://www.astina.ch/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
369,atside Ag,71.8,Technology / software / digital,,,4153 Reinach BL; Reinach,https://www.atside.com/,Swico; swissICT,2,89.4,33,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
370,BE BRAVE AG,71.8,Technology / software / digital,,,6343 Rotkreuz,https://www.be-brave.ch/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
371,bexio AG,71.8,Technology / software / digital,,,8640 Rapperswil SG,https://www.bexio.com/de-CH/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
372,Bitforge AG,71.8,Technology / software / digital,,,8004 Zürich,https://bitforge.ch,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
373,Boll Engineering AG,71.8,Technology / software / digital,,,5430 Wettingen; Wettingen,https://www.boll.ch/,Swico; swissICT,2,89.4,33,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
374,CENT Systems AG,71.8,Technology / software / digital,,,4573 Lohn-Ammannsegg,https://www.cent-systems.ch/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
375,ComputerWorks AG,71.8,Technology / software / digital,,,4142 Münchenstein,https://www.computerworks.ch/home.html,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
376,Coorpix AG,71.8,Technology / software / digital,,,6343 Risch; Rotkreuz,https://www.coorpix.ch/,Swico; swissICT,2,89.4,33,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
377,CREALOGIX AG,71.8,Technology / software / digital,,,8041 Zürich,https://crealogix.com/ch/de/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
378,CYQRD AG,71.8,Technology / software / digital,,,8132 Egg b. Zürich; Egg bei Zürich,https://cyqrd.digital/,Swico; swissICT,2,89.4,33,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
379,data dynamic ag,71.8,Technology / software / digital,,,3012 Bern; Bern 9,https://www.ddag.ch/,Swico; swissICT,2,89.4,33,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
380,datalevel AG,71.8,Technology / software / digital,,,8903 Birmensdorf ZH,https://datalevel.ch/de/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
381,Digicomp Academy AG,71.8,Technology / software / digital,,,8005 Zürich; Zürich,https://www.digicomp.ch/,Swico; swissICT,2,89.4,33,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
382,DIGITALDRINK AG,71.8,Technology / software / digital,,,8105 Regensdorf,https://digitaldrink.ch/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
383,dreipol AG,71.8,Technology / software / digital,,,8004 Zürich,https://www.dreipol.ch/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
384,DU DA AG,71.8,Technology / software / digital,,,8004 Zürich,https://dudagroup.com/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
385,DynaNet GmbH,71.8,Technology / software / digital,,,9016 St. Gallen,https://dynanet.ch/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
386,dynasoft AG,71.8,Technology / software / digital,,,4500 Solothurn,https://www.dynasoft.ch/,Swico; Swiss Made Software,2,89.4,33,86,0,,"IT/digital directories: Swico, Swiss Made Software; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
387,dynawell ag,71.8,Technology / software / digital,,,8303 Bassersdorf; Bassersdorf,https://www.dynawell.com/,Swico; swissICT,2,89.4,33,86,0,,"IT/digital directories: Swico, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
388,César Ritz Colleges Switzerland (university of applied sciences institute),70.5,Corporate / institutional IT,Public / education / healthcare,Other higher education,,,swissuniversities,1,68,95,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
389,Franklin Switzerland (university institute),70.5,Corporate / institutional IT,Public / education / healthcare,Other higher education,,,swissuniversities,1,68,95,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
390,IMD - International Institute for Management Development (university institute),70.5,Corporate / institutional IT,Public / education / healthcare,Other higher education,,,swissuniversities,1,68,95,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
391,hospital-pool GmbH,69.8,Corporate / institutional IT,Public / education / healthcare,Healthcare,,https://www.swissmadesoftware.org/en/companies/hospital-pool-gmbh/home.html,Swiss Made Software,1,88,46,60,0,,IT/digital directories: Swiss Made Software; Public/institutional IT-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
392,IKEA Schweiz AG,69.7,Corporate / institutional IT,General corporate,,Keiner,http://www.ikea.ch/,swisscleantech,1,63,72,83,0,ikea,High-tech directories: swisscleantech; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
393,Alpiq Holding AG,68.7,Corporate / institutional IT,General corporate,,Solothurn,https://www.alpiq.com/,swisscleantech,1,63,72,78,0,alpiq,High-tech directories: swisscleantech; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
394,Arthur Flury AG,68.7,Industrial / deep tech,,,Deitingen,https://www.aflury.ch,Swissmechanic; Swissmem; Swissolar; Swissrail,4,68,49,100,0,,"High-tech directories: Swissmechanic, Swissmem, Swissolar, Swissrail; Confirmed by 4 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
395,CADFEM (Suisse) AG,68.4,Industrial / deep tech,,,Aadorf,https://www.cadfem.ch,Swiss Aerospace Cluster; Swissmem; Swissphotonics,3,72.8,44,94,0,,"High-tech directories: Swiss Aerospace Cluster, Swissmem, Swissphotonics; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
396,Bobst Mex SA,68.2,Industrial / deep tech,,,Lausanne,https://www.bobst.com,Swissmechanic; Swissmem; Swissphotonics,3,70.4,44,99,0,,"High-tech directories: Swissmechanic, Swissmem, Swissphotonics; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
397,Schweizerische Bundesbahnen AG,68.2,Corporate / institutional IT,General corporate,,Bern,https://www.sbb.ch/de,swisscleantech,1,63,67,83,0,schweizerische bundesbahnen,High-tech directories: swisscleantech; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
398,Kantonsspital Baden AG,68,Corporate / institutional IT,Public / education / healthcare,Healthcare,Baden,,swissICT,1,88,58,33,0,,IT/digital directories: swissICT; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
399,Kantonsspital Baselland,68,Corporate / institutional IT,Public / education / healthcare,Healthcare,Liestal,,swissICT,1,88,58,33,0,,IT/digital directories: swissICT; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
400,Kantonsspital Graubünden Finanzen,68,Corporate / institutional IT,Public / education / healthcare,Healthcare,Chur,,swissICT,1,88,58,33,0,,IT/digital directories: swissICT; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
401,Kantonsspital St. Gallen,68,Corporate / institutional IT,Public / education / healthcare,Healthcare,St. Gallen,,swissICT,1,88,58,33,0,,IT/digital directories: swissICT; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
402,anteris helvetia AG - Kymanox Europe,67.7,Corporate / institutional IT,Pharma / life sciences,,,https://www.swissbiotech.org/listing/kymanox/,Swiss Biotech Association,1,70,69,60,0,helvetia,High-tech directories: Swiss Biotech Association; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
403,Rösler Schweiz AG,67.4,Industrial / deep tech,,,Canton of Aargau; Kirchleerau,https://www.rosler.com/,Swiss Aerospace Cluster; Swiss Medtech; Swissmem,3,67.8,49,94,0,,"High-tech directories: Swiss Aerospace Cluster, Swiss Medtech, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
404,Jabil Switzerland Manufacturing GmbH,67.2,Industrial / deep tech,,,Bettlach; Canton of Solothurn; Hägendorf; Mezzovico; Raron,https://www.jabil.com/,Swiss Medtech; Swissmechanic; Swissmem,3,65.4,49,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
405,TRUMPF Schweiz AG,67.2,Industrial / deep tech,,,Canton of Graubünden; Grüsch,https://www.ch.trumpf.com/,Swiss Medtech; Swissmechanic; Swissmem,3,65.4,49,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
406,Baitella AG,65.7,Industrial / deep tech,,,Canton of Zurich; Zürich,https://www.fisso.com/,Swiss Medtech; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
407,Bangerter Microtechnik AG,65.7,Industrial / deep tech,,,Aarberg; Canton of Bern,https://www.bangerter.com/,Swiss Medtech; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
408,ECOPARTS AG,65.7,Industrial / deep tech,,,Hinwil,https://www.ecoparts.ch,Swiss Aerospace Cluster; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Aerospace Cluster, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
409,Fraisa SA,65.7,Industrial / deep tech,,,Bellach; Canton of Solothurn,https://www.fraisa.com/,Swiss Medtech; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
410,Gloor Präzisionswerkzeuge AG,65.7,Industrial / deep tech,,,Canton of Solothurn; Grenchen,https://www.gloorag.ch/,Swiss Medtech; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
411,Härterei Gerster AG,65.7,Industrial / deep tech,,,Canton of Solothurn; Egerkingen,https://www.gerster.ch/,Swiss Medtech; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
412,Knoepfel AG,65.7,Industrial / deep tech,,,Walzenhausen,https://www.knoepfel.ch,Swiss Aerospace Cluster; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Aerospace Cluster, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
413,Mecaplex AG,65.7,Industrial / deep tech,,,Grenchen,https://www.mecaplex.ch,Swiss Aerospace Cluster; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Aerospace Cluster, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
414,Paoluzzo AG,65.7,Industrial / deep tech,,,Ipsach,https://www.paoluzzo.ch,Swiss Aerospace Cluster; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Aerospace Cluster, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
415,PB Swiss Tools AG,65.7,Industrial / deep tech,,,Canton of Bern; Wasen im Emmental,https://www.pbswisstools.com/,Swiss Medtech; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
416,Rotomed AG,65.7,Industrial / deep tech,,,Bellach; Canton of Solothurn,https://www.rotomed.ch/,Swiss Medtech; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
417,Rychiger AG,65.7,Industrial / deep tech,,,Canton of Bern; Steffisburg,https://www.rychiger.com/,Swiss Medtech; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
418,Wild & Küpfer AG,65.7,Industrial / deep tech,,,Canton of St. Gallen; Schmerikon,https://www.wildkuepfer.ch/,Swiss Medtech; Swissmechanic; Swissmem,3,65.4,44,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, Swissmem; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
419,"Sauter, Bachmann AG",65.6,Industrial / deep tech,,,Netstal,https://www.sauterbachmann.ch,Swiss Aerospace Cluster; Swissmem; Swissrail,3,67.2,44,94,0,,"High-tech directories: Swiss Aerospace Cluster, Swissmem, Swissrail; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
420,BELIMO Automation AG,65,Industrial / deep tech,,,Hinwil; Zürich,https://www.belimo.com,swisscleantech; Swissmem; Swissrail,3,64,44,99,0,,"High-tech directories: Swissmem, Swissrail, swisscleantech; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
421,Bartholet Ropeways AG,64.5,Industrial / deep tech,,,Flums,https://www.bartholet.swiss,Swissmechanic; Swissmem; Swissrail,3,63,44,99,0,,"High-tech directories: Swissmechanic, Swissmem, Swissrail; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
422,Garaventa AG,64.5,Industrial / deep tech,,,Goldau; Rotkreuz,https://www.garaventa.com,Swissmechanic; Swissmem; Swissrail,3,63,44,99,0,,"High-tech directories: Swissmechanic, Swissmem, Swissrail; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
423,Banque Cantonale du Jura SA,64.4,Corporate / institutional IT,Finance / insurance,,2900 Porrentruy; Jura; Porrentruy 2,http://www.bcj.ch/,FINMA; Swiss Banking; swisscleantech,3,53.2,60,99,0,,"Institutional signal: FINMA, Swiss Banking; High-tech directories: swisscleantech; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
424,Biral AG,64.1,Industrial / deep tech,,,Bern; Münsingen,https://www.biral.ch,swisscleantech; Swissmechanic; Swissmem,3,62.2,44,99,0,,"High-tech directories: Swissmechanic, Swissmem, swisscleantech; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
425,Ypsomed AG,63.9,Industrial / deep tech,,,Bern; Burgdorf; Canton of Bern; Solothurn,https://www.ypsomed.com/,Swiss Medtech; swisscleantech; Swissmechanic,3,64.2,40,99,0,,"High-tech directories: Swiss Medtech, Swissmechanic, swisscleantech; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
426,Stäubli Electrical Connectors AG,63.3,Industrial / deep tech,,,Allschwil,https://www.multi-contact.com,Swissmechanic; Swissmem; Swissolar,3,60.6,44,99,0,,"High-tech directories: Swissmechanic, Swissmem, Swissolar; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
427,Besi Switzerland AG,62.3,Industrial / deep tech,,,Steinhausen,https://www.besi.com,Swissmem; Swissphotonics,2,63.8,44,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
428,COHERENT Switzerland AG,62.3,Industrial / deep tech,,,Belp,https://www.coherent.ch,Swissmem; Swissphotonics,2,63.8,44,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
429,Fresenius Kabi (Schweiz) AG,61.2,Industrial / deep tech,,,Am Mattenhof 4 6010 Kriens; Canton of Lucerne,https://www.fresenius-kabi.com/,scienceindustries; Swiss Medtech,2,58,50,86,0,,"High-tech directories: Swiss Medtech, scienceindustries; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
430,Merz Aesthetics (Schweiz) AG,61.2,Industrial / deep tech,,,Canton of Basel-Country; Lachenstrasse 1 4123 Allschwil,https://www.merz-aesthetics.ch/,scienceindustries; Swiss Medtech,2,58,50,86,0,,"High-tech directories: Swiss Medtech, scienceindustries; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
431,ANDRITZ SOUTEC AG,60.8,Industrial / deep tech,,,Neftenbach,https://www.soutec.com,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
432,APM Technica AG,60.8,Industrial / deep tech,,,Heerbrugg,https://www.apm-technica.com,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
433,Axetris AG,60.8,Industrial / deep tech,,,Kägiswil,http://www.axetris.com,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
434,Bystronic Laser AG,60.8,Industrial / deep tech,,,Niederönz,https://www.bystronic.com,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
435,Cassio-P SA,60.8,Industrial / deep tech,,,Neuchâtel,https://www.cassio-p.com,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
436,CEDES AG,60.8,Industrial / deep tech,,,Landquart,https://www.cedes.com,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
437,coatmaster AG,60.8,Industrial / deep tech,,,Winterthur,https://www. coatmaster.com,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
438,esp-engineering gmbh,60.8,Industrial / deep tech,,,Gais,https://esp-engineering.com/kontakt/,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
439,ESPROS Photonics AG,60.8,Industrial / deep tech,,,Sargans,https://www.espros.ch,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
440,Evatec AG,60.8,Industrial / deep tech,,,Trübbach,https://www.evatecnet.com,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
441,IMT Masken und Teilungen AG,60.8,Industrial / deep tech,,,Greifensee,https://www.imtag.ch,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
442,INFICON AG,60.8,Industrial / deep tech,,,Balzers,https://www.inficon.com,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
443,inspire AG,60.8,Industrial / deep tech,,,Zürich,https://www.inspire.ch,Swissmem; Swissphotonics,2,63.8,39,86,0,,"High-tech directories: Swissmem, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
444,Carpenter Engineered Foams Switzerland AG,60.2,Industrial / deep tech,,,Oberwolfhauserstrasse 9 8633 Wolfhausen; Wolfhausen,https://www.recticelengineeredfoams.com,scienceindustries; Swissmem,2,56,50,86,0,,"High-tech directories: Swissmem, scienceindustries; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
445,Ascom Holding AG,59.8,Industrial / deep tech,,,Baar; Canton of Zug,https://www.ascom.com/de-ch,Swiss Medtech; Swissmem,2,58.8,44,86,0,,"High-tech directories: Swiss Medtech, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
446,Beyond Gravity Schweiz AG,59.8,Industrial / deep tech,,,Zürich,https://www.beyondgravity.com/en,Swiss Aerospace Cluster; Swissmem,2,58.8,44,86,0,,"High-tech directories: Swiss Aerospace Cluster, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
447,Dräger Schweiz AG,59.8,Industrial / deep tech,,,Canton of Bern; Liebefeld,https://www.draeger.com/,Swiss Medtech; Swissmem,2,58.8,44,86,0,,"High-tech directories: Swiss Medtech, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
448,GE Medical Systems (Schweiz) AG,59.8,Industrial / deep tech,,,Canton of Zurich; Glattbrugg,https://www.gehealthcare.de/,Swiss Medtech; Swissmem,2,58.8,44,86,0,,"High-tech directories: Swiss Medtech, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
449,medmix Switzerland AG,59.8,Industrial / deep tech,,,Canton of St. Gallen; Haag (Rheintal),https://www.medmix.swiss/,Swiss Medtech; Swissmem,2,58.8,44,86,0,,"High-tech directories: Swiss Medtech, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
450,Mercury Mission Systems International S.A.,59.8,Industrial / deep tech,,,Grand-Lancy,https://www.mrcy.com,Swiss Aerospace Cluster; Swissmem,2,58.8,44,86,0,,"High-tech directories: Swiss Aerospace Cluster, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
451,"Mikron Switzerland AG, Agno",59.8,Industrial / deep tech,,,Agno; Canton of Ticino,https://www.mikrontool.com/,Swiss Medtech; Swissmem,2,58.8,44,86,0,,"High-tech directories: Swiss Medtech, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
452,STERIS Schweiz AG,59.8,Industrial / deep tech,,,Canton of Solothurn; Däniken SO,https://www.steris.com/,Swiss Medtech; Swissmem,2,58.8,44,86,0,,"High-tech directories: Swiss Medtech, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
453,Trelleborg Sealing Solutions Switzerland SA,59.8,Industrial / deep tech,,,Canton of Vaud; Crissier,https://www.trelleborg.com/de-de/seals,Swiss Medtech; Swissmem,2,58.8,44,86,0,,"High-tech directories: Swiss Medtech, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
454,Agathon AG,59.7,Industrial / deep tech,,,Canton of Solothurn,https://www.agathon.ch/,Swiss Medtech; Swissphotonics,2,64,35,86,0,,"High-tech directories: Swiss Medtech, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
